Anno,ISTAT_COD,PROVINCIA,COMUNE,ISTAT_RER,ISTAT_PROV,ISTAT_COM,LATITUDE,LONGITUDE,Abitanti,PP,CS,altro,C,E,CdR,R.S.A.,COM.DOM.,COM.COM.,Macro,Rifiuto1,Rifiuto2,EER,TOTALE(Kg)
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,195,,,130,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Toner,Cartucce e toner per stampa,080318,325
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,1.899,,3.574,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE pericolosi,200135,5.473
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,288,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE neon,200121,288
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,3.700,,6.385,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE con CFC,200123,10.085
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,1.850,,,,1.558,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi commestibili,Oli e grassi commestibili,200125,3.408
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,1.220,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi minerali,Oli e grassi minerali,200126,1.220
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,1.492,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),"Vernici, inchiostri, adesivi e resine","Vernici, inchiostri, adesivi e resine pericolosi",200127,1.492
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,1.900,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),"Vernici, inchiostri, adesivi e resine","Vernici, inchiostri, adesivi e resine non pericolosi",200128,1.900
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,154,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Pesticidi,Pesticidi,200119,154
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,91,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Farmaci,Farmaci e medicinali scaduti non pericolosi,200132,91
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,294,,,6.798,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Pneumatici fuori uso da utenze domestiche,160103,7.092
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,82,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Filtri dell'olio,160107,82
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,426,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Gas in contenitori a pressione pericolosi,160504,426
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,129,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Gas in contenitori a pressione non pericolosi,160505,129
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,5.657,40.732,,103.181,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,Legno,200138,149.570
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,135.460,144.190,,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,279.650
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,86.150,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Spazzamento strade a recupero,Spazzamento strade avviato a recupero,200303,86.150
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,3.834,26.819,,103.706,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Ingombranti a recupero,Rifiuti ingombranti avviato a recupero,200307,134.359
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,22.345,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Metalli ferrosi,Metalli ferrosi,200140,22.345
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,,63.219,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,"art.238,c.10,D.Lgs.152/06 - Imballaggi in carta e cartone",150101,63.219
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,,57.789,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,"art.238,c.10,D.Lgs.152/06 - Imballaggi in legno",150103,57.789
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,46.932,235.920,,,,18.136,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,Imballaggi misti (PLASTICA+FERRO+ALLUMINIO),150106,300.988
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,3.760,20.300,,,,3.054,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,Imballaggi misti (VETRO+FERRO+ALLUMINIO),150106,27.114
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,,14.908,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,"art.238,c.10,D.Lgs.152/06 - Imballaggi misti",150106,14.908
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,,36.660,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,"art.238,c.10,D.Lgs.152/06 - Imballaggi in plastica",150102,36.660
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,11.330,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Tessili,Indumenti smessi e abbigliamento usato raccolto da Associazioni Volontariato,200110,11.330
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,,,,700,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Batterie e accumulatori,BATTERIE,200133,700
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,144,,,96,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Batterie e accumulatori,PILE,200133,240
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,506,3.634,,5.535,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,PICCOLI ELETTRODOMESTICI,200136,9.675
2022,08036020,MO,Marano sul Panaro,08,036,020,"44,43687","10,91373",5.305,,,727,5.458,,6.902,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,GRANDI ELETTRODOMESTICI,200136,13.087
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,715.721,,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Umido,Frazione organica umida domestica,200108,715.721
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,581.484,,491.200,,,551.820,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Verde,Scarti vegetali derivanti dalla manutenzione del verde,200201,1.624.504
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,266.730,,,,,45.660,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Carta e cartone,200101,312.390
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,28.960,,,,,55.930,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Imballaggi in carta e cartone,150101,84.890
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,6.760,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,Imballaggi in plastica,150102,6.760
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,272.610,,,,,59.560,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Vetro,Imballaggi in vetro,150107,332.170
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,644,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Contenitori TFC,Imballaggi contenenti sostanze pericolose,150110,644
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,452,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Toner,Cartucce e toner per stampa,080318,452
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,6.184,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE pericolosi,200135,6.184
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,476,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE neon,200121,476
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,20.893,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE con CFC,200123,20.893
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,170,,4.190,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi commestibili,Oli e grassi commestibili,200125,4.360
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,1.774,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi minerali,Oli e grassi minerali,200126,1.774
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,1.826,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),"Vernici, inchiostri, adesivi e resine","Vernici, inchiostri, adesivi e resine pericolosi",200127,1.826
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,4.347,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),"Vernici, inchiostri, adesivi e resine","Vernici, inchiostri, adesivi e resine non pericolosi",200128,4.347
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,57,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Acidi,Acidi,200114,57
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,91,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Pesticidi,Pesticidi,200119,91
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,593,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Farmaci,Farmaci e medicinali scaduti non pericolosi,200132,593
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,7.660,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Pneumatici fuori uso da utenze domestiche,160103,7.660
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,190,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Filtri dell'olio,160107,190
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,567,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Gas in contenitori a pressione pericolosi,160504,567
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,197,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Gas in contenitori a pressione non pericolosi,160505,197
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,212.815,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,Legno,200138,212.815
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,246.670,,39.190,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,285.860
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,6.900,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Spazzamento strade a recupero,Spazzamento strade avviato a recupero,200303,6.900
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,116.390,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Ingombranti a recupero,Rifiuti ingombranti avviato a recupero,200307,116.390
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,18.240,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Metalli ferrosi,Metalli ferrosi,200140,18.240
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,,199.056,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,"art.238,c.10,D.Lgs.152/06 - Imballaggi in carta e cartone",150101,199.056
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,,16.980,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,"art.238,c.10,D.Lgs.152/06 - Carta e cartone",200101,16.980
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,,132.100,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,"art.238,c.10,D.Lgs.152/06 - Imballaggi in legno",150103,132.100
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,,67.990,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Metalli ferrosi,"art.238,c.10,D.Lgs.152/06 - Imballaggi in materiali ferrosi",150104,67.990
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,323.070,,,,,39.140,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,Imballaggi misti (PLASTICA+FERRO+ALLUMINIO),150106,362.210
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,,424.700,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,"art.238,c.10,D.Lgs.152/06 - Imballaggi misti",150106,424.700
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,,66.772,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,"art.238,c.10,D.Lgs.152/06 - Imballaggi in plastica",150102,66.772
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,16.050,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Tessili,Indumenti smessi e abbigliamento usato raccolto da Associazioni Volontariato,200110,16.050
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,,4.620,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Tessili,"art.238,c.10,D.Lgs.152/06 - Prodotti tessili",200111,4.620
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,965,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Batterie e accumulatori,PILE,200133,965
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,17.734,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,PICCOLI ELETTRODOMESTICI,200136,17.734
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,,,,,,35.990,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,GRANDI ELETTRODOMESTICI,200136,35.990
2022,08036021,MO,Medolla,08,036,021,"44,83798","11,07574",6.467,1.370,,,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati (Covid-19),Rifiuti urbani non differenziati (Covid-19),200301,1.370
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,2.548.260,,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Umido,Frazione organica umida domestica,200108,2.548.260
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,1.157.437,,725.560,,,918.820,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Verde,Scarti vegetali derivanti dalla manutenzione del verde,200201,2.801.817
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,1.193.940,,,,,36.600,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Carta e cartone,200101,1.230.540
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,249.290,,,,,94.490,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Imballaggi in carta e cartone,150101,343.780
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,1.069.530,,,,,76.280,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Vetro,Imballaggi in vetro,150107,1.145.810
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,1.594,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Contenitori TFC,Imballaggi contenenti sostanze pericolose,150110,1.594
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,5.522,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Toner,Cartucce e toner per stampa,080318,5.522
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,14.671,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE pericolosi,200135,14.671
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,822,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE neon,200121,822
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,25.366,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE con CFC,200123,25.366
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,380,,6.826,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi commestibili,Oli e grassi commestibili,200125,7.206
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,3.043,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Oli e grassi minerali,Oli e grassi minerali,200126,3.043
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,5.809,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),"Vernici, inchiostri, adesivi e resine","Vernici, inchiostri, adesivi e resine pericolosi",200127,5.809
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,6.394,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),"Vernici, inchiostri, adesivi e resine","Vernici, inchiostri, adesivi e resine non pericolosi",200128,6.394
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,229,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Acidi,Acidi,200114,229
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,287,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Pesticidi,Pesticidi,200119,287
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,3.838,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Farmaci,Farmaci e medicinali scaduti non pericolosi,200132,3.838
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,13.000,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Pneumatici fuori uso da utenze domestiche,160103,13.000
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,16.580,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Terra e roccia,200202,16.580
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,235,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Filtri dell'olio,160107,235
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,802,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Gas in contenitori a pressione pericolosi,160504,802
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,406,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Altri rifiuti,Gas in contenitori a pressione non pericolosi,160505,406
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,2.720,,,457.900,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,Legno,200138,460.620
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,1.177.240,,200.640,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati,Rifiuti urbani non differenziati,200301,1.377.880
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,200.380,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Spazzamento strade a recupero,Spazzamento strade avviato a recupero,200303,200.380
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,248.070,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Ingombranti a recupero,Rifiuti ingombranti avviato a recupero,200307,248.070
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,39.180,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Metalli ferrosi,Metalli ferrosi,200140,39.180
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,,682.341,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,"art.238,c.10,D.Lgs.152/06 - Imballaggi in carta e cartone",150101,682.341
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,,326.360,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,"art.238,c.10,D.Lgs.152/06 - Carta e cartone",200101,326.360
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,,54.750,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Imballaggi compositi,"art.238,c.10,D.Lgs.152/06 - Imballaggi in materiali compositi",150105,54.750
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,,192.088,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Legno,"art.238,c.10,D.Lgs.152/06 - Imballaggi in legno",150103,192.088
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,28.280,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,Imballaggi misti (CARTA+PLASTICA+LEGNO),150106,28.280
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,1.138.660,,,,,26.480,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,Imballaggi misti (PLASTICA+FERRO+ALLUMINIO),150106,1.165.140
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,,472.988,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,"art.238,c.10,D.Lgs.152/06 - Imballaggi misti",150106,472.988
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,,61.399,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,"art.238,c.10,D.Lgs.152/06 - Imballaggi in plastica",150102,61.399
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,167.200,,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Tessili,Indumenti smessi e abbigliamento usato raccolto da Associazioni Volontariato,200110,167.200
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,59,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Batterie e accumulatori,BATTERIE,200133,59
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,3.250,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Batterie e accumulatori,PILE,200133,3.250
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,37.695,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,PICCOLI ELETTRODOMESTICI,200136,37.695
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,44.477,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,GRANDI ELETTRODOMESTICI,200136,44.477
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,1.970,,,,,,,,,RIFIUTI URBANI INDIFFERENZIATI (DM 26/05/16),Rifiuti urbani non differenziati (Covid-19),Rifiuti urbani non differenziati (Covid-19),200301,1.970
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,,,,,11.940,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Multimateriale,UTENZE ND COMPLETAMENTE fuori servizio - Imballaggi misti,150106,11.940
2022,08036022,MO,Mirandola,08,036,022,"44,90735","11,1246",24.324,,,3.470,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Rifiuti da costruzione e demolizione,"Rifiuti misti dell'attività di costruzione e demolizione. SOLO quelli classificati come Urbani, vale a dire provenienti dalla raccolta di rifiuti abbandonati su suolo pubblico",170904,3.470
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,129.410,4.695.650,2.022.710,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Umido,Frazione organica umida domestica,200108,6.847.770
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,,5.243.580,5.240.946,562.540,,2.207.857,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Verde,Scarti vegetali derivanti dalla manutenzione del verde,200201,13.254.923
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,319.747,8.457.696,1.597.161,,,114.250,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Carta e cartone,200101,10.488.854
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,,,1.718.521,,,662.010,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Carta e cartone,Imballaggi in carta e cartone,150101,2.380.531
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,,,193.165,,,16.929,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Plastica,Imballaggi in plastica,150102,210.094
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,413.829,5.613.088,541.270,,,242.114,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Vetro,Imballaggi in vetro,150107,6.810.301
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,,,604,,,2.293,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Contenitori TFC,Imballaggi contenenti sostanze pericolose,150110,2.897
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,,,12.669,,,4.132,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Toner,Cartucce e toner per stampa,080318,16.801
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,,,9.445,34.020,,82.357,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE pericolosi,200135,125.822
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,,,481,,,4.963,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE neon,200121,5.444
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,,,85.664,38.763,,39.940,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE con CFC,200123,164.367
2022,08036023,MO,Modena,08,036,023,"44,64384","10,91553",183.993,,,856,,,,,,,RACCOLTA DIFFERENZIATA (DM 26/05/16),Raee,RAEE con CFC,160211,856
